order_id,amount,profit,quantity,category_id
B-25853,19.0,6.0,2,8
B-25853,128.0,4.0,3,8
B-25854,53.0,-2.0,3,8
B-25854,381.0,144.0,2,8
B-25855,1027.0,441.0,8,8
B-25856,689.0,90.0,5,8
B-25856,257.0,3.0,2,8
B-25856,48.0,6.0,1,8
B-25858,16.0,0.0,1,8
B-25858,245.0,30.0,2,8
B-25861,128.0,4.0,3,8
B-25865,85.0,-1.0,3,8
B-25869,86.0,9.0,3,8
B-25870,845.0,84.0,7,8
B-25875,248.0,8.0,2,8
B-25890,465.0,207.0,9,8
B-25893,149.0,15.0,3,8
B-25898,499.0,33.0,4,8
B-25899,43.0,17.0,1,8
B-25902,79.0,6.0,7,8
B-25909,168.0,56.0,3,8
B-25933,412.0,-412.0,6,8
B-25933,207.0,-100.0,2,8
B-25934,105.0,33.0,6,8
B-25936,61.0,25.0,4,8
B-25943,149.0,15.0,3,8
B-25944,169.0,38.0,3,8
B-25945,60.0,3.0,3,8
B-25950,136.0,-33.0,5,8
B-25952,147.0,48.0,3,8
B-25954,891.0,0.0,5,8
B-25955,39.0,2.0,2,8
B-25957,16.0,2.0,1,8
B-25958,360.0,32.0,3,8
B-25964,89.0,6.0,5,8
B-25967,229.0,59.0,9,8
B-25979,560.0,44.0,3,8
B-25981,54.0,12.0,3,8
B-25983,230.0,5.0,2,8
B-25990,71.0,32.0,3,8
B-25996,18.0,4.0,1,8
B-25999,152.0,-3.0,5,8
B-25999,215.0,-30.0,2,8
B-26002,276.0,52.0,5,8
B-26002,141.0,7.0,7,8
B-26002,113.0,28.0,2,8
B-26003,498.0,-116.0,4,8
B-26004,147.0,44.0,3,8
B-26008,10.0,-1.0,1,8
B-26012,21.0,8.0,2,8
B-26015,128.0,55.0,1,8
B-26032,47.0,15.0,5,8
B-26035,291.0,119.0,11,8
B-26045,179.0,77.0,1,8
B-26050,169.0,55.0,4,8
B-26050,79.0,32.0,3,8
B-26051,382.0,119.0,2,8
B-26052,145.0,0.0,3,8
B-26053,425.0,208.0,7,8
B-26054,88.0,20.0,2,8
B-26055,43.0,11.0,1,8
B-26056,424.0,161.0,2,8
B-26060,382.0,68.0,3,8
B-26061,642.0,180.0,5,8
B-26064,22.0,0.0,2,8
B-26066,86.0,22.0,2,8
B-26067,1120.0,199.0,6,8
B-26073,29.0,9.0,3,8
B-26076,19.0,4.0,2,8
B-26081,93.0,-84.0,3,8
B-26081,637.0,50.0,5,8
B-26083,34.0,3.0,3,8
B-26085,86.0,22.0,2,8
B-26085,132.0,-10.0,3,8
B-26087,119.0,56.0,7,8
B-26093,33.0,-1.0,1,8
B-26093,148.0,25.0,3,8
B-26096,103.0,46.0,2,8
B-26098,409.0,86.0,3,8
B-25603,1355.0,-60.0,5,10
B-25603,180.0,5.0,3,10
B-25629,1560.0,421.0,3,10
B-25633,496.0,-79.0,2,10
B-25640,68.0,-62.0,2,10
B-25650,269.0,111.0,3,10
B-25655,97.0,-62.0,2,10
B-25671,832.0,0.0,3,10
B-25676,1263.0,-56.0,5,10
B-25681,523.0,204.0,7,10
B-25697,115.0,-39.0,3,10
B-25727,327.0,114.0,4,10
B-25737,187.0,-15.0,3,10
B-25743,503.0,-56.0,2,10
B-25753,341.0,-85.0,6,10
B-25755,1709.0,564.0,3,10
B-25757,3151.0,-35.0,7,10
B-25768,1582.0,-443.0,6,10
B-25781,767.0,-353.0,5,10
B-25796,559.0,-19.0,2,10
B-25803,106.0,12.0,3,10
B-25803,536.0,91.0,1,10
B-25850,117.0,36.0,2,10
B-25876,282.0,14.0,4,10
B-25877,1137.0,568.0,2,10
B-25881,2244.0,247.0,4,10
B-25902,1700.0,85.0,3,10
B-25910,685.0,7.0,7,10
B-25923,253.0,-11.0,1,10
B-25949,140.0,57.0,2,10
B-25951,250.0,100.0,3,10
B-25952,352.0,18.0,5,10
B-26040,833.0,93.0,3,10
B-26048,1104.0,209.0,4,10
B-26057,224.0,87.0,3,10
B-26070,75.0,29.0,1,10
B-26085,1487.0,624.0,3,10
B-26096,264.0,-26.0,3,10
B-26099,2366.0,552.0,5,10
B-25603,24.0,-30.0,1,11
B-25608,476.0,0.0,3,11
B-25612,259.0,-55.0,2,11
B-25626,1103.0,-276.0,3,11
B-25634,389.0,-83.0,3,11
B-25651,172.0,-103.0,3,11
B-25651,823.0,-18.0,7,11
B-25653,1327.0,318.0,8,11
B-25655,312.0,-312.0,7,11
B-25657,288.0,-180.0,4,11
B-25661,224.0,-81.0,3,11
B-25661,58.0,-42.0,2,11
B-25661,145.0,-104.0,5,11
B-25661,55.0,-33.0,2,11
B-25681,243.0,-14.0,2,11
B-25684,134.0,42.0,2,11
B-25698,516.0,-392.0,8,11
B-25701,98.0,-45.0,2,11
B-25702,424.0,-17.0,9,11
B-25709,41.0,-6.0,1,11
B-25713,158.0,-63.0,4,11
B-25717,55.0,-33.0,2,11
B-25720,30.0,-35.0,1,11
B-25730,473.0,42.0,4,11
B-25730,83.0,-81.0,3,11
B-25739,133.0,-56.0,2,11
B-25750,212.0,-24.0,2,11
B-25752,33.0,-27.0,1,11
B-25755,134.0,-34.0,2,11
B-25763,58.0,-52.0,3,11
B-25770,287.0,-280.0,12,11
B-25773,248.0,-70.0,3,11
B-25773,224.0,-143.0,3,11
B-25782,335.0,-22.0,7,11
B-25796,239.0,-162.0,5,11
B-25797,413.0,-314.0,9,11
B-25799,45.0,-15.0,2,11
B-25803,511.0,194.0,3,11
B-25805,112.0,15.0,2,11
B-25813,911.0,202.0,7,11
B-25820,119.0,1.0,1,11
B-25827,156.0,21.0,3,11
B-25853,2093.0,721.0,5,11
B-25877,269.0,33.0,5,11
B-25878,719.0,303.0,6,11
B-25881,2115.0,23.0,5,11
B-25885,734.0,248.0,2,11
B-25899,846.0,9.0,2,11
B-25904,83.0,12.0,2,11
B-25914,460.0,143.0,3,11
B-25924,148.0,54.0,2,11
B-25925,1228.0,14.0,3,11
B-25929,216.0,-135.0,3,11
B-25929,154.0,-85.0,3,11
B-25931,73.0,-36.0,3,11
B-25935,162.0,20.0,3,11
B-25935,1657.0,460.0,4,11
B-25952,173.0,69.0,3,11
B-25959,681.0,259.0,4,11
B-25959,429.0,17.0,3,11
B-25964,346.0,108.0,3,11
B-25983,32.0,-12.0,1,11
B-25991,90.0,30.0,2,11
B-26000,597.0,93.0,4,11
B-26003,315.0,-8.0,3,11
B-26014,406.0,97.0,7,11
B-26014,278.0,39.0,5,11
B-26017,78.0,7.0,1,11
B-26048,401.0,13.0,6,11
B-26053,120.0,1.0,1,11
B-26055,5729.0,64.0,14,11
B-26097,185.0,-26.0,6,11
B-26098,497.0,179.0,3,11
B-26100,828.0,230.0,2,11
B-25603,38.0,18.0,1,17
B-25630,114.0,-39.0,5,17
B-25630,42.0,-26.0,2,17
B-25687,14.0,-1.0,4,17
B-25696,44.0,7.0,3,17
B-25698,87.0,-83.0,5,17
B-25703,22.0,-15.0,4,17
B-25751,10.0,-8.0,1,17
B-25753,62.0,-56.0,5,17
B-25754,72.0,-46.0,7,17
B-25764,26.0,0.0,2,17
B-25767,9.0,-9.0,2,17
B-25776,47.0,-20.0,2,17
B-25777,69.0,-67.0,4,17
B-25777,117.0,17.0,6,17
B-25781,25.0,-1.0,4,17
B-25789,30.0,0.0,1,17
B-25793,63.0,-24.0,6,17
B-25818,36.0,0.0,4,17
B-25845,82.0,33.0,4,17
B-25851,135.0,54.0,5,17
B-25852,105.0,33.0,5,17
B-25860,112.0,24.0,3,17
B-25867,240.0,12.0,6,17
B-25870,10.0,4.0,1,17
B-25873,42.0,12.0,2,17
B-25879,57.0,28.0,2,17
B-25889,31.0,10.0,1,17
B-25889,119.0,43.0,7,17
B-25893,61.0,11.0,3,17
B-25896,42.0,7.0,2,17
B-25896,287.0,66.0,6,17
B-25908,179.0,25.0,5,17
B-25911,40.0,15.0,1,17
B-25951,30.0,5.0,2,17
B-25959,32.0,2.0,2,17
B-25979,82.0,27.0,3,17
B-25980,22.0,11.0,3,17
B-25985,197.0,20.0,4,17
B-26026,25.0,2.0,3,17
B-26052,78.0,28.0,6,17
B-26052,148.0,23.0,4,17
B-26056,19.0,-18.0,4,17
B-26069,55.0,18.0,2,17
B-26089,59.0,24.0,6,17
B-26089,139.0,14.0,3,17
B-26095,6.0,1.0,1,17
B-25604,65.0,17.0,2,18
B-25630,34.0,-22.0,4,18
B-25645,86.0,0.0,4,18
B-25648,30.0,13.0,1,18
B-25651,16.0,-10.0,2,18
B-25658,27.0,9.0,2,18
B-25659,148.0,72.0,7,18
B-25662,24.0,-2.0,2,18
B-25673,37.0,-5.0,3,18
B-25687,51.0,21.0,3,18
B-25693,82.0,-39.0,5,18
B-25694,167.0,43.0,7,18
B-25710,53.0,-18.0,4,18
B-25710,13.0,-8.0,1,18
B-25752,91.0,15.0,6,18
B-25753,107.0,31.0,5,18
B-25753,154.0,22.0,7,18
B-25757,34.0,-11.0,5,18
B-25764,119.0,43.0,5,18
B-25777,59.0,-46.0,7,18
B-25781,30.0,-25.0,2,18
B-25785,45.0,0.0,2,18
B-25801,15.0,-2.0,1,18
B-25804,156.0,36.0,5,18
B-25814,118.0,35.0,7,18
B-25850,45.0,1.0,3,18
B-25851,57.0,27.0,2,18
B-25851,90.0,29.0,5,18
B-25851,237.0,47.0,9,18
B-25874,124.0,54.0,5,18
B-25878,84.0,41.0,3,18
B-25886,63.0,1.0,4,18
B-25889,114.0,11.0,4,18
B-25896,190.0,68.0,8,18
B-25898,53.0,5.0,3,18
B-25900,140.0,68.0,5,18
B-25901,90.0,27.0,2,18
B-25912,102.0,11.0,6,18
B-25917,100.0,12.0,2,18
B-25919,28.0,4.0,1,18
B-25920,100.0,7.0,2,18
B-25921,170.0,19.0,5,18
B-25930,40.0,13.0,3,18
B-25930,202.0,89.0,9,18
B-25953,67.0,20.0,4,18
B-25955,54.0,14.0,3,18
B-25955,294.0,62.0,9,18
B-25969,171.0,17.0,6,18
B-25976,193.0,8.0,4,18
B-25977,180.0,54.0,4,18
B-25981,62.0,8.0,2,18
B-25983,50.0,-4.0,6,18
B-26002,71.0,19.0,3,18
B-26003,79.0,16.0,3,18
B-26010,55.0,3.0,3,18
B-26019,585.0,175.0,13,18
B-26027,54.0,8.0,4,18
B-26029,21.0,10.0,1,18
B-26038,41.0,19.0,2,18
B-26038,30.0,6.0,1,18
B-26050,325.0,32.0,7,18
B-26051,184.0,85.0,6,18
B-26052,101.0,16.0,4,18
B-26055,94.0,27.0,2,18
B-26057,54.0,8.0,4,18
B-26059,20.0,6.0,1,18
B-26061,27.0,8.0,2,18
B-26064,122.0,38.0,6,18
B-26067,67.0,2.0,4,18
B-26076,60.0,13.0,2,18
B-26078,44.0,20.0,2,18
B-26080,109.0,35.0,6,18
B-26083,145.0,16.0,3,18
B-26086,43.0,17.0,2,18
B-26092,97.0,14.0,2,18
B-26098,59.0,15.0,2,18
B-26100,34.0,10.0,2,18
B-25606,87.0,4.0,2,21
B-25637,117.0,14.0,3,21
B-25642,434.0,26.0,11,21
B-25643,37.0,-23.0,4,21
B-25651,49.0,3.0,1,21
B-25673,45.0,-2.0,4,21
B-25676,32.0,6.0,3,21
B-25676,79.0,36.0,4,21
B-25678,27.0,-25.0,2,21
B-25685,45.0,-2.0,4,21
B-25695,171.0,14.0,9,21
B-25700,129.0,-75.0,5,21
B-25701,33.0,-29.0,3,21
B-25702,75.0,0.0,3,21
B-25703,186.0,-141.0,9,21
B-25714,340.0,20.0,7,21
B-25717,90.0,17.0,3,21
B-25721,191.0,51.0,5,21
B-25748,141.0,10.0,4,21
B-25750,19.0,-1.0,1,21
B-25751,43.0,21.0,3,21
B-25783,21.0,-17.0,3,21
B-25787,40.0,-12.0,3,21
B-25802,23.0,-3.0,1,21
B-25803,137.0,5.0,5,21
B-25810,45.0,6.0,3,21
B-25858,82.0,13.0,2,21
B-25867,163.0,26.0,4,21
B-25872,57.0,27.0,2,21
B-25885,94.0,27.0,2,21
B-25886,107.0,37.0,3,21
B-25887,83.0,6.0,6,21
B-25892,139.0,30.0,3,21
B-25893,223.0,62.0,7,21
B-25898,191.0,93.0,4,21
B-25903,74.0,33.0,2,21
B-25910,125.0,15.0,5,21
B-25910,33.0,1.0,2,21
B-25941,177.0,41.0,4,21
B-25945,63.0,14.0,2,21
B-25950,261.0,13.0,6,21
B-25954,48.0,11.0,2,21
B-25956,89.0,-37.0,4,21
B-25959,132.0,49.0,3,21
B-25961,48.0,16.0,3,21
B-25973,79.0,39.0,2,21
B-25979,57.0,27.0,2,21
B-25985,108.0,26.0,4,21
B-25991,188.0,13.0,7,21
B-25992,141.0,41.0,3,21
B-25996,286.0,140.0,6,21
B-25999,223.0,62.0,7,21
B-26009,195.0,12.0,9,21
B-26010,85.0,13.0,2,21
B-26016,74.0,9.0,3,21
B-26028,77.0,36.0,2,21
B-26030,89.0,36.0,3,21
B-26033,111.0,35.0,5,21
B-26038,130.0,61.0,3,21
B-26039,83.0,34.0,5,21
B-26050,32.0,6.0,3,21
B-26052,15.0,1.0,1,21
B-26054,88.0,19.0,2,21
B-26055,213.0,4.0,14,21
B-26055,57.0,7.0,2,21
B-26070,54.0,12.0,4,21
B-26076,133.0,46.0,5,21
B-26096,140.0,56.0,4,21
B-26100,72.0,16.0,2,21
B-25607,50.0,15.0,4,22
B-25625,59.0,30.0,3,22
B-25632,19.0,-2.0,2,22
B-25651,7.0,0.0,1,22
B-25652,21.0,-13.0,3,22
B-25652,34.0,-6.0,4,22
B-25699,34.0,-13.0,5,22
B-25710,10.0,-1.0,1,22
B-25723,12.0,-7.0,2,22
B-25727,57.0,-48.0,6,22
B-25748,8.0,-1.0,2,22
B-25751,14.0,-3.0,2,22
B-25754,41.0,-14.0,5,22
B-25756,29.0,-24.0,4,22
B-25783,33.0,-10.0,6,22
B-25800,21.0,-6.0,3,22
B-25801,21.0,-10.0,4,22
B-25808,63.0,17.0,6,22
B-25818,32.0,11.0,2,22
B-25828,15.0,2.0,1,22
B-25835,52.0,11.0,5,22
B-25835,27.0,2.0,2,22
B-25846,94.0,7.0,7,22
B-25850,52.0,18.0,5,22
B-25864,22.0,8.0,2,22
B-25878,46.0,0.0,4,22
B-25881,26.0,9.0,2,22
B-25881,36.0,7.0,3,22
B-25883,105.0,26.0,8,22
B-25883,10.0,-2.0,2,22
B-25898,33.0,13.0,3,22
B-25899,22.0,9.0,2,22
B-25900,15.0,2.0,1,22
B-25903,25.0,11.0,3,22
B-25926,57.0,6.0,5,22
B-25940,46.0,0.0,4,22
B-25950,13.0,4.0,1,22
B-25954,27.0,0.0,2,22
B-25961,34.0,-12.0,5,22
B-25973,39.0,14.0,5,22
B-25981,42.0,13.0,3,22
B-25982,13.0,3.0,1,22
B-25986,71.0,4.0,5,22
B-26008,57.0,24.0,5,22
B-26031,67.0,9.0,4,22
B-26064,75.0,2.0,5,22
B-26074,57.0,21.0,4,22
B-26083,43.0,8.0,3,22
B-26091,59.0,10.0,4,22
B-26093,81.0,41.0,5,22
B-26096,45.0,9.0,3,22
B-26097,39.0,18.0,2,22
B-26098,96.0,48.0,5,22
B-25608,1364.0,-1864.0,5,23
B-25669,610.0,-66.0,2,23
B-25676,674.0,-187.0,2,23
B-25686,1829.0,-56.0,6,23
B-25702,941.0,-203.0,3,23
B-25779,1361.0,-980.0,3,23
B-25786,623.0,-192.0,3,23
B-25797,1630.0,-802.0,5,23
B-25806,632.0,-114.0,4,23
B-25852,869.0,67.0,4,23
B-25868,1118.0,206.0,2,23
B-25898,915.0,-99.0,3,23
B-25898,857.0,274.0,2,23
B-25910,1622.0,-624.0,5,23
B-25993,4363.0,305.0,5,23
B-26003,1745.0,122.0,2,23
B-26048,1461.0,202.0,5,23
B-25608,856.0,385.0,6,26
B-25610,1076.0,-38.0,4,26
B-25610,781.0,-594.0,6,26
B-25620,193.0,46.0,1,26
B-25638,816.0,-96.0,3,26
B-25645,133.0,-42.0,1,26
B-25650,245.0,-78.0,2,26
B-25653,1279.0,-640.0,8,26
B-25653,668.0,-31.0,3,26
B-25654,450.0,-90.0,3,26
B-25656,651.0,169.0,5,26
B-25663,294.0,138.0,2,26
B-25667,1030.0,206.0,8,26
B-25683,433.0,26.0,3,26
B-25686,332.0,-503.0,3,26
B-25696,887.0,80.0,3,26
B-25697,1300.0,-16.0,8,26
B-25697,322.0,-193.0,5,26
B-25728,1055.0,264.0,4,26
B-25744,373.0,-254.0,6,26
B-25752,735.0,-235.0,6,26
B-25754,262.0,-215.0,2,26
B-25756,643.0,-45.0,2,26
B-25760,322.0,-193.0,5,26
B-25772,1183.0,106.0,4,26
B-25777,1076.0,-38.0,4,26
B-25778,1506.0,-266.0,6,26
B-25781,584.0,-444.0,7,26
B-25798,448.0,148.0,2,26
B-25803,757.0,371.0,2,26
B-25804,321.0,26.0,3,26
B-25817,743.0,89.0,5,26
B-25826,637.0,261.0,2,26
B-25836,1298.0,65.0,9,26
B-25838,955.0,305.0,3,26
B-25842,1543.0,370.0,8,26
B-25845,757.0,371.0,2,26
B-25847,643.0,225.0,2,26
B-25851,300.0,42.0,2,26
B-25852,320.0,144.0,1,26
B-25853,579.0,139.0,3,26
B-25855,829.0,19.0,4,26
B-25855,1319.0,567.0,5,26
B-25887,2125.0,234.0,6,26
B-25893,372.0,59.0,3,26
B-25919,636.0,204.0,2,26
B-25923,484.0,28.0,3,26
B-25942,646.0,-23.0,2,26
B-25950,644.0,167.0,2,26
B-25950,1622.0,95.0,5,26
B-25953,744.0,119.0,6,26
B-25955,954.0,95.0,3,26
B-25961,446.0,53.0,3,26
B-25962,260.0,68.0,2,26
B-25969,720.0,43.0,2,26
B-25970,203.0,84.0,2,26
B-25973,4141.0,1698.0,13,26
B-25986,487.0,-23.0,3,26
B-25993,610.0,208.0,3,26
B-25993,173.0,86.0,1,26
B-26000,676.0,151.0,3,26
B-26009,285.0,128.0,2,26
B-26030,291.0,93.0,2,26
B-26050,382.0,92.0,2,26
B-26051,1337.0,147.0,7,26
B-26055,250.0,-12.0,2,26
B-26057,736.0,346.0,5,26
B-26061,965.0,-68.0,3,26
B-26061,206.0,12.0,1,26
B-26067,1137.0,-14.0,7,26
B-26073,1514.0,742.0,4,26
B-26086,762.0,101.0,6,26
B-26093,2847.0,712.0,8,26
B-26097,663.0,-212.0,5,26
B-25610,68.0,-55.0,5,31
B-25652,174.0,-70.0,3,31
B-25653,168.0,-10.0,3,31
B-25653,115.0,25.0,1,31
B-25653,227.0,102.0,8,31
B-25665,166.0,-113.0,4,31
B-25677,20.0,-2.0,1,31
B-25681,68.0,-27.0,3,31
B-25697,114.0,8.0,3,31
B-25699,21.0,-5.0,1,31
B-25704,126.0,-63.0,3,31
B-25730,187.0,30.0,4,31
B-25753,65.0,-52.0,3,31
B-25753,620.0,82.0,6,31
B-25767,74.0,-59.0,2,31
B-25777,61.0,-25.0,4,31
B-25787,229.0,-41.0,8,31
B-25794,176.0,37.0,6,31
B-25796,28.0,1.0,1,31
B-25797,976.0,293.0,4,31
B-25800,122.0,-66.0,9,31
B-25802,633.0,-633.0,11,31
B-25810,307.0,74.0,3,31
B-25821,125.0,0.0,3,31
B-25823,59.0,6.0,1,31
B-25830,93.0,15.0,2,31
B-25843,214.0,30.0,3,31
B-25850,513.0,215.0,2,31
B-25857,324.0,39.0,8,31
B-25858,294.0,109.0,7,31
B-25868,170.0,73.0,2,31
B-25893,688.0,103.0,6,31
B-25902,802.0,120.0,7,31
B-25902,154.0,26.0,4,31
B-25903,455.0,77.0,8,31
B-25909,108.0,22.0,3,31
B-25921,84.0,-42.0,2,31
B-25921,71.0,-44.0,5,31
B-25923,226.0,58.0,3,31
B-25928,122.0,15.0,3,31
B-25939,61.0,18.0,2,31
B-25939,136.0,41.0,3,31
B-25943,1547.0,340.0,6,31
B-25947,207.0,33.0,2,31
B-25951,40.0,18.0,1,31
B-25953,116.0,22.0,1,31
B-25955,1716.0,309.0,7,31
B-25968,811.0,154.0,7,31
B-25972,115.0,47.0,2,31
B-25989,42.0,15.0,1,31
B-25999,770.0,323.0,3,31
B-26006,1301.0,573.0,5,31
B-26020,319.0,102.0,6,31
B-26028,115.0,0.0,1,31
B-26030,221.0,35.0,4,31
B-26033,774.0,170.0,3,31
B-26034,425.0,183.0,5,31
B-26048,163.0,81.0,2,31
B-26050,166.0,27.0,2,31
B-26051,490.0,88.0,2,31
B-26052,774.0,170.0,3,31
B-26053,93.0,31.0,3,31
B-26054,139.0,21.0,3,31
B-26056,220.0,40.0,2,31
B-26061,508.0,203.0,2,31
B-26068,193.0,33.0,5,31
B-26081,169.0,0.0,3,31
B-26083,143.0,6.0,2,31
B-26083,45.0,17.0,1,31
B-26093,492.0,187.0,2,31
B-26096,88.0,11.0,3,31
B-26098,82.0,8.0,3,31
B-25610,30.0,-5.0,2,34
B-25628,35.0,-8.0,2,34
B-25631,89.0,-89.0,2,34
B-25638,880.0,97.0,8,34
B-25641,22.0,-6.0,1,34
B-25644,76.0,-92.0,8,34
B-25654,122.0,-21.0,3,34
B-25654,121.0,-17.0,3,34
B-25662,385.0,-77.0,11,34
B-25668,123.0,17.0,3,34
B-25683,155.0,56.0,3,34
B-25685,51.0,7.0,2,34
B-25685,264.0,-30.0,3,34
B-25692,141.0,28.0,7,34
B-25699,20.0,-22.0,1,34
B-25703,42.0,-23.0,2,34
B-25708,191.0,13.0,8,34
B-25710,216.0,-38.0,6,34
B-25710,616.0,-69.0,7,34
B-25731,131.0,-154.0,8,34
B-25738,70.0,-14.0,2,34
B-25745,132.0,-79.0,5,34
B-25750,539.0,-146.0,7,34
B-25750,78.0,-6.0,2,34
B-25753,47.0,-114.0,5,34
B-25757,98.0,9.0,2,34
B-25770,110.0,35.0,1,34
B-25774,38.0,-6.0,2,34
B-25787,140.0,-58.0,4,34
B-25789,67.0,-86.0,9,34
B-25818,94.0,20.0,2,34
B-25823,104.0,2.0,2,34
B-25823,103.0,50.0,2,34
B-25824,101.0,38.0,2,34
B-25847,264.0,71.0,10,34
B-25848,147.0,21.0,3,34
B-25853,95.0,11.0,4,34
B-25854,342.0,154.0,7,34
B-25855,550.0,242.0,5,34
B-25857,227.0,59.0,2,34
B-25870,57.0,7.0,3,34
B-25878,165.0,46.0,3,34
B-25883,127.0,29.0,3,34
B-25896,79.0,-2.0,2,34
B-25901,159.0,2.0,3,34
B-25903,60.0,-10.0,2,34
B-25918,244.0,122.0,5,34
B-25928,25.0,10.0,1,34
B-25932,71.0,-14.0,4,34
B-25938,61.0,1.0,2,34
B-25948,152.0,23.0,3,34
B-25950,190.0,19.0,9,34
B-25954,189.0,60.0,4,34
B-25963,53.0,8.0,3,34
B-25967,119.0,-24.0,4,34
B-25983,161.0,-229.0,8,34
B-25986,749.0,307.0,7,34
B-25993,221.0,26.0,7,34
B-25993,201.0,32.0,4,34
B-25996,217.0,72.0,2,34
B-25998,50.0,-28.0,5,34
B-25999,109.0,40.0,1,34
B-26001,149.0,17.0,4,34
B-26003,652.0,13.0,6,34
B-26003,114.0,41.0,6,34
B-26010,176.0,-13.0,5,34
B-26018,326.0,107.0,3,34
B-26021,122.0,59.0,7,34
B-26023,29.0,0.0,3,34
B-26036,341.0,44.0,7,34
B-26041,176.0,-28.0,5,34
B-26045,302.0,75.0,6,34
B-26070,582.0,262.0,5,34
B-25628,45.0,13.0,4,65
B-25635,23.0,2.0,2,65
B-25651,11.0,-4.0,2,65
B-25652,24.0,-21.0,7,65
B-25655,9.0,-6.0,2,65
B-25655,74.0,23.0,8,65
B-25656,101.0,18.0,9,65
B-25667,41.0,6.0,5,65
B-25674,17.0,-12.0,5,65
B-25678,7.0,-3.0,2,65
B-25690,31.0,10.0,3,65
B-25693,13.0,-13.0,2,65
B-25697,4.0,-3.0,1,65
B-25701,10.0,-8.0,2,65
B-25710,25.0,0.0,4,65
B-25721,29.0,-18.0,7,65
B-25735,7.0,-1.0,2,65
B-25736,31.0,-7.0,5,65
B-25740,7.0,0.0,2,65
B-25742,11.0,-8.0,2,65
B-25750,42.0,-15.0,12,65
B-25754,19.0,0.0,3,65
B-25754,9.0,-1.0,3,65
B-25757,17.0,-13.0,4,65
B-25757,46.0,14.0,5,65
B-25762,27.0,4.0,3,65
B-25786,17.0,-11.0,3,65
B-25793,24.0,-1.0,4,65
B-25802,13.0,-9.0,2,65
B-25830,71.0,0.0,8,65
B-25841,22.0,11.0,2,65
B-25843,50.0,7.0,6,65
B-25853,39.0,16.0,6,65
B-25856,10.0,2.0,2,65
B-25858,29.0,11.0,4,65
B-25858,27.0,5.0,2,65
B-25877,24.0,8.0,2,65
B-25896,31.0,11.0,3,65
B-25896,23.0,4.0,2,65
B-25899,28.0,6.0,4,65
B-25909,12.0,2.0,2,65
B-25916,80.0,26.0,9,65
B-25952,87.0,32.0,9,65
B-25955,45.0,8.0,4,65
B-25961,26.0,3.0,3,65
B-25961,34.0,10.0,3,65
B-25967,17.0,2.0,2,65
B-25975,29.0,2.0,3,65
B-25988,79.0,24.0,9,65
B-25996,62.0,6.0,6,65
B-26000,43.0,9.0,4,65
B-26001,8.0,2.0,2,65
B-26001,50.0,9.0,6,65
B-26003,17.0,2.0,2,65
B-26013,29.0,10.0,3,65
B-26030,11.0,5.0,1,65
B-26043,30.0,12.0,3,65
B-26044,28.0,10.0,3,65
B-26047,55.0,12.0,5,65
B-26053,17.0,1.0,2,65
B-26053,27.0,6.0,3,65
B-26078,17.0,8.0,2,65
B-26098,46.0,14.0,5,65
B-26099,9.0,3.0,1,65
